Вкус,Название_вкуса,Бренд,Рейтинг,Количество_оценок,Отзывы
Гуава,GuamangoГуаманго,Muassel,3.7,7,
Гуава,Cool Tropic,Zomo,4.2,7,
Гуава,Экзотический фреш,Leteam,4.5,6,
Гуава,Гуавовый,Hook (by Chabacco),4,6,
Гуава,Гавайская гуава,Северный,3.7,6,
Гуава,Guave,Душа,3.6,5,
Гуава,Papa Gu (№13)Папайя и гуава,Ready,3.9,5,
Гуава,GuavaГуава,World Tobacco Original,4,5,
Гуава,Kashmir Guajava,Tangiers,4.4,5,
Гуава,Guava,Adalya,2.8,5,
Гуава,GuavaГуава,Afzal,2.9,5,
Гуава,GuavaГуава,Element,2.3,4,
Гуава,PlutosПерсик-лайм-гуава,World Tobacco Original,3.7,4,
Гуава,Guava PulpНежная мякоть гуавы,Hype,4.3,4,
Гуава,Kashmir Guajava,Original Virginia,4.4,4,
Гуанабана,GuanapapaГуанапапа,MUSTHAVE,4.2,29,28
Гуанабана,Sou-sepСаусеп,Black Burn,3.3,29,27
Гуанабана,Гуанабана,Nаш,3.2,21,19
Гуанабана,GuanabanaСметанное яблоко,Duft,4.1,15,14
Гуанабана,Green JoyГуанабана Карамбола,Satyr,4.1,6,6
Гуанабана,"Груша, инжир и черимойя",Snobless,4.5,5,5
Гуанабана,Guanabana,Tangiers,3.7,3,3
Гуанабана,SoursopСметанное яблоко,Hola,4.2,2,2
Гуанабана,Айва и черимойя,World Tobacco Original,3.9,1,1
Гуанабана,SoursopСаусеп,Fusion,2.6,1,1
Гуанабана,SoursopСметанное яблоко,Gixom,0,0,0
Гуанабана,Soursop,Fasil,0,0,0
Гуанабана,Soursop,Tangiers,0,0,0
Двойное яблоко,Two applesДва яблока,Al Fakher,3.7,46,42
Двойное яблоко,Double appleДвойное яблоко,Chabacco,3.8,34,32
Двойное яблоко,Two applesДва яблока,Nakhla,4.1,31,29
Двойное яблоко,Industry LegendЛегенда индустрии,Jent,4.1,26,24
Двойное яблоко,Anton-ovkaАнтоновка,Satyr,3.8,18,18
Двойное яблоко,Hookah PlaceХукаплейс,Deus,4.1,12,12
Двойное яблоко,Double AppleДвойное яблоко,Trofimoff’s,4.2,12,12
Двойное яблоко,Golden Two ApplesДвойное яблоко,Al Fakher,4.6,11,11
Двойное яблоко,Double AppleДвойное яблоко,Afzal,3,11,10
Двойное яблоко,Apple TwinsЯблочные близнецы,Mattpear,3.7,10,10
Двойное яблоко,Double AppleДвойное яблоко,Element,4.2,6,6
Двойное яблоко,Double Trouble,Zomo,3.5,6,6
Двойное яблоко,Ice Two Apple and mintЛедяное двойное яблоко,Nakhla,4.3,6,5
Двойное яблоко,Two Apple,Serbetli,3.4,6,5
Двойное яблоко,Двойное яблоко,Original Virginia,4.7,5,5
Двойное яблоко,Jinn MixДжинн микс,World Tobacco Original,4.3,5,5
Двойное яблоко,Two apples with mintДва яблока с мятой,Al Fakher,4.2,5,4
Двойное яблоко,Double appleДвойное яблоко,Muassel,2.8,4,4
Двойное яблоко,Тройное яблоко,World Tobacco Original,5,4,4
Двойное яблоко,Two Apples,Adalya,2.9,4,4
Двойное яблоко,Pan Apple SplashЯблочный всплеск,Afzal,4.9,4,
Двойное яблоко,Golden Bahraini AppleБахрейнское яблоко,Al Fakher,3.6,4,
Двойное яблоко,Jinn MixДжинн микс,World Tobacco Original,3.1,3,
Двойное яблоко,Classic Two AppleДвойное яблоко,Trinity,4.7,3,
Двойное яблоко,Extra 2 applesДва яблока экстра,Azad,3.9,2,
Двойное яблоко,Trouble AppleТрабл эпл,Replica (fake by Shpakovsky),3,2,
Двойное яблоко,Double AppleДвойное яблоко,Manual,5,2,
Двойное яблоко,AralashДвойное яблоко,Asman,2.2,2,
Двойное яблоко,Double Apple,Fumari,4.1,2,
Двойное яблоко,Double apple,M18: Smoke Grenade,1,1,
Двойное яблоко,Двойное яблоко,Alkasar,3.5,1,
Двойное яблоко,KosmikДвойное яблоко,Tangiers,4.8,1,
Двойное яблоко,Double AppleДвойное яблоко,Muassel,1,1,
Двойное яблоко,Двойное яблоко,Wave,5,1,
Двойное яблоко,Double AppleДвойное яблоко,Chaba,1,1,
Двойное яблоко,Doucce AppleДвойное яблоко,Eternal Smoke,1,1,
Двойное яблоко,Double Calvado BarДвойной Кальвадос,Maldiva,5,1,
Двойное яблоко,Double AppleДвойное яблоко,Cobra,4.3,1,
Двойное яблоко,Double AppleДвойное яблоко,Cobra,4.5,1,
Двойное яблоко,Two AppleДвойное яблоко,Daim,1,1,
Двойное яблоко,Double AppleДвойное яблоко,Cobra,3.5,1,
Двойное яблоко,Dubai AppleДубайское яблоко,Azure,4,1,
Двойное яблоко,Mr Iron Balls,Fairytale Mist,3,1,
Двойное яблоко,Two AppleДвойное яблоко,Malaki,3.6,1,
Двойное яблоко,Two Apple with Mint,Serbetli,2.6,1,
Двойное яблоко,Two Apples-Mint,Adalya,1,1,
Двойное яблоко,Double Apple,Starbuzz,3,1,
Двойное яблоко,Double AppleДвойное яблоко,Cobra,4,1,
Двойное яблоко,DoppelgangerDouble apple,DARKSIDE,0,0,
Двойное яблоко,Ледяное яблоко,Hypreme,0,0,
Двойное яблоко,Double AppleДвойное яблоко,Manterra,0,0,
Двойное яблоко,M12 Double AppleДвойное яблоко,Milano,0,0,
Двойное яблоко,2 ApДвойное яблоко,Smyrna,0,0,
Двойное яблоко,Double Trouble,Overdozz,0,0,
Двойное яблоко,Two ApplesДвойное яблоко,Space Smoke,0,0,
Двойное яблоко,Старый Каир,Frigate O.G.,0,0,
Двойное яблоко,Double AppleДвойное яблоко,Al Saha,0,0,
Двойное яблоко,Double Apple,Leyla,0,0,
Двойное яблоко,Two ApplesДвойное яблоко,Gixom,0,0,
Двойное яблоко,Ice Two AppleЛедяное двойное яблоко,Gixom,0,0,
Двойное яблоко,Bahrein AppleБахрейнское яблоко,Gixom,0,0,
Двойное яблоко,Dubai AppleДубайское яблоко,Azure,0,0,
Двойное яблоко,Double AppleДвойное яблоко,Adalya,0,0,
Двойное яблоко,Двойное яблоко анисовое,Original Virginia,0,0,
Двойное яблоко,Double Apple,Balli,0,0,
Двойное яблоко,Two Apple MintДвойное яблоко с мятой,Malaki,0,0,
Двойное яблоко,Double Apple,Gin,0,0,
Двойное яблоко,Apple FX,Black Lava,0,0,
Двойное яблоко,Two Apple,Fasil,0,0,
Двойное яблоко,Two Apples,Starry,0,0,
Двойное яблоко,Two Apples,Smyrna,0,0,
Двойное яблоко,Double apple,Buta,0,0,
Двойное яблоко,Double Apple,Alchemist Blend,0,0,
Двойное яблоко,Deux Apple,Lavoo,0,0,
Двойное яблоко,Cressida,Nirvana,0,0,
Двойное яблоко,Two ApplesДвойное яблоко,Saidy Al Dandash,0,0,
Двойное яблоко,Double Apple,Social Smoke,0,0,
Двойное яблоко,Twice the Apple,Haze,0,0,
Двойное яблоко,Two Apple,Blue Bee,0,0,
Двойное яблоко,Two Fah Ten,Hookafina,0,0,
Двойное яблоко,Double Apple,Hookafina,0,0,
Двойное яблоко,Apple Explosion,Nirvana,0,0,
Двойное яблоко,Double Apple Mint,Layalina,0,0,
Двойное яблоко,Double Apple,Layalina,0,0,
Двойное яблоко,Double Apple,Layalina,0,0,
Двойное яблоко,НирванаНирвана,Al-Mawardi,0,0,
Двойное яблоко,Двойное яблокоДвойное яблоко,Al-Mawardi,0,0,
Двойное яблоко,Double Apple & CinnamonДвойное яблоко с корицей,Al-Waha,0,0,
Двойное яблоко,Double Apple & CherryДвойное яблоко с вишней,Al-Waha,0,0,
Двойное яблоко,Double Apple & GrapeДвойное яблоко с виноградом,Al-Waha,0,0,
Двойное яблоко,Double Apple & PeachДвойное яблоко с персиком,Al-Waha,0,0,
Двойное яблоко,Double Apple & RaisinsДвойное яблоко с изюмом,Al-Waha,0,0,
Двойное яблоко,Double Apple & StrawberryДва яблока с клубникой,Al-Waha,0,0,
Двойное яблоко,Double AppleДва яблока,Al-Waha,0,0,
Джекфрут,Блэк джекфрут,Северный,3.3,18,18
Джекфрут,Tropic JackСпелый джекфрут,Black Burn,3,18,15
Джекфрут,JackfruitДжекфрут,Chabacco,3.6,11,10
Джекфрут,Captain JackКапитан Джэк,Element,3.6,5,5
Джекфрут,Jackfruit,Tangiers,4.1,5,5
Джекфрут,JackfruitДжекфрут,Chabacco,4.2,4,4
Джекфрут,Jack pirateДжекфрут,Space Smoke,3.9,4,4
Джекфрут,Jaсkfruit,Daly,4.7,2,1
Джекфрут,Джекфрут Дюшес Фейхоа,Veter,3.5,1,1
Джекфрут,Важный ФруктДжекфрут - Лимон,Табабка,4.2,1,1
Джекфрут,Мороженое джекфрут,Ronin,2.6,1,1
Джекфрут,Marakuya PunchМаракуйный удар,Eleon,3,1,1
Джекфрут,"Oh My JackО, мой Джэк!",Eleon (бестабачная смесь),4.1,1,1
Джекфрут,"Go Jack GoГоу, Джек, гоу",Tombacco,0,0,0
Джекфрут,Jack FruitДжекфрут,Krass,0,0,0
Джекфрут,Jaсkfruit,Daly,0,0,0
Джекфрут,Jackfruit,Matreshka,0,0,0
Джекфрут,Jackfruit,Matreshka,0,0,0
Дуриан,Durian,New Yorker Club,0,0,0
Дуриан,Durian,New Yorker Club,0,0,0
Дыня,MelonadeМелонад,MUSTHAVE,3.8,183,168
Дыня,Red AlertРед Алерт,DARKSIDE,3.7,83,80
Дыня,Vanilla FruitВанильный фрукт,Sebero,4.1,72,68
Дыня,VioletФиолетовый,MUSTHAVE,3.6,65,63
Дыня,TurboТурбо,Хулиган,3.9,62,59
Дыня,Sweet MelonСладкая дыня,MUSTHAVE,3.5,57,55
Дыня,Дыня,Starline,4,57,53
Дыня,LamboЛамбо,Banger,4.3,56,51
Дыня,Melon HallsДынный холс,Black Burn,4,52,50
Дыня,MejumiМеджуми,Sapphire Crown,3.6,52,45
Дыня,Дыня с кокосом и карамелью,Brusko,3.6,46,44
Дыня,Yubari MelonДыня Юбари,Smoke Angels,3.7,43,43
Дыня,Heavy MelonТяжелая дыня,Duft,4.1,44,42
Дыня,Дыня йогурт,Nаш,3.5,38,37
Дыня,"Донской чиллНуга, дыня, лимон",DARKSIDE,3.6,38,37
Дыня,Ambrosia,Fumari,3.9,42,35
Дыня,Тропиканка,Северный,4.5,37,34
Дыня,Etalon MelonМедовая дыня,Black Burn,3.4,37,34
Дыня,Hard TurboТурбо,Хулиган,3.3,32,31
Дыня,Ягодный фьюжн,Северный,4.3,32,30
Дыня,Melon BerryЯгодная дыня,Overdose,3.7,29,
Дыня,Milk CookiesСливочное печенье,Chabacco,3.4,29,
Дыня,Модная дыня,Северный,3.6,25,
Дыня,EkzoФруктовое мороженое,Sapphire Crown,4,28,
Дыня,Леденцы лимон дыня,Nаш,4.5,27,
Дыня,TorpedoТорпедо,DARKSIDE,3.2,27,
Дыня,Watermelon or MelonАрбуз или дыня,Banger,2.2,23,
Дыня,Wonder melonsАрбуз и дыня,Sebero,3.6,23,
Дыня,Yellove,Jent,4.2,22,
Дыня,Желтый,Северный,4.6,20,
Дыня,Pearfect MelonДыня и груша,Element,4.1,19,
Дыня,"Азовский шейкДыня, груша, суфле",DARKSIDE,3.5,20,
Дыня,"СвободныйВафли, земляника, дыня",DARKSIDE,3.4,19,
Дыня,Chinese MelonКитайская дыня,Chabacco,3.1,19,
Дыня,Pop StarПоп-звезда,Sebero,4.2,19,
Дыня,MelonДыня,Al Fakher,3.6,19,
Дыня,PassionСтрасть,Chabacco,3.6,16,
Дыня,Ягодный сорбет,Северный,4.2,15,
Дыня,NoirmelonДыня-нуар,Element,3.5,15,
Дыня,"Крымский вайбДыня, персик, виноград",DARKSIDE,3.7,16,
Дыня,Арбузный лимонад с дыней,Jam,3.8,14,
Дыня,Melon HollsДынный холс,Element,3.6,14,
Дыня,Дыня,Сарма,3.5,14,
Дыня,ShapoklyakШапокляк,Duft,3.3,14,
Дыня,Sweet MelonСладкая дыня,Nakhla,4.1,14,
Дыня,Фрутомания,Северный,3.5,14,
Дыня,Melon SunДынное солнце,Satyr,3.1,13,
Дыня,"MelomanДыня, папайя",JOY.,4.1,12,
Дыня,WatermelonАрбуз-дыня,Sebero,3.3,12,
Дыня,M.A.V.,Sebero,4.1,12,
Дыня,Melon Ron doДынно-мятная конфета,Sebero,4.3,12,
Дыня,Gipsy KingsЦыганские короли,Adalya,3.4,12,
Дыня,Heavy MelonХэви-дыня,Duft,3.8,11,
Дыня,TorpedoТорпедо,DARKSIDE,3.6,11,
Дыня,Sunny MelonСочная дыня,Spectrum,3.8,12,
Дыня,Secret Babylon,Zomo,3.9,11,
Дыня,Yubari MelonДыня юбари,Kraken,3.6,10,
Дыня,Melon ElderberryДыня Бузина,Palitra,4.3,10,
Дыня,Pink MelonРозовая дыня,Khan Burley,3.7,10,
Дыня,Melony BeachДынный пляж,Mattpear,3.8,10,
Дыня,Virgin MelonВирджин Мелон,DARKSIDE,3.4,10,
Дыня,Арбузно-дынный,Hook (by Chabacco),3.3,9,
Дыня,Bubble BunnyБаббл Банни,Split,3.7,9,
Дыня,MelonДыня,Endorphin,4.3,9,
Дыня,Melon MarrakeshДыня Марракеш,Satyr,4.1,10,
Дыня,Double Melon,Adalya,3.9,10,
Дыня,Melon Ice CreamДынное мороженое,Ready,4.1,8,
Дыня,Дынная жвачка,Leteam,4.4,8,
Дыня,MelonДыня,Tabu Team,4,8,
Дыня,Wild Pearl,Duft,3.5,8,
Дыня,Дыня,Bliss,3.6,8,
Дыня,Watermelon-Melon,Serbetli,3.4,8,
Дыня,MelonyДыня,Mattpear,2.7,7,
Дыня,Дуня,Табак X,4.4,7,
Дыня,Double Melon IceДыня и арбуз со льдом,Adalya,3.7,7,
Дыня,Sweet MelonСладкая дыня,Afzal,3.5,7,
Дыня,Абхазское лето,Original Virginia,4.3,7,
Дыня,Ice Strawberry MelonКлубника и Дыня со льдом,Serbetli,3.5,7,
Дыня,Okay MelonДыня,Khan Burley,4,6,
Дыня,RefrescoРефреско,Izzi Bro,3.4,6,
Дыня,Currant-melon-limeСмородина-дыня-лайм,Twice,3.4,6,
Дыня,Абхазское лето,Original Virginia,4,6,
Дыня,Post MelonДыня,Peter Ralf,3.3,6,
Дыня,AmbrosiaАмброзия,B3 (Be Free),2.6,6,
Дыня,Melon BlendДынный бленд,Tangiers,3.9,6,
Дыня,Viva-la-libre mixВива-ля-либре микс,Табак Шпаковского,4,6,
Дыня,Yellow MelonЖелтая дыня,Black Burn,4.2,6,
Дыня,Melon,Adalya,3.9,6,
Дыня,MelonyДыня,Element,3.6,5,
Дыня,Creamy machoМороженое с клубникой и дыней,Izzi Bro,3.7,5,
Дыня,Blueberry-Melon-Sea BuckthornЧерника-дыня-облепиха,Twice,4.5,5,
Дыня,Don MelonДон Дыня,Eleon,4.2,5,
Дыня,Jinn MixДжинн микс,World Tobacco Original,4.3,5,
Дыня,Summer DrinkЛетний Напиток,Malaysian Mix,3.7,5,
Дыня,MelonДыня,Malaysian Mix,4.3,5,
Дыня,MelonДыня,Cobra,3.3,5,
